event,t_rel_s,dev_mg,flag
"TAP,4",0.799,0.0,S
"TAP,4",0.895,0.0,S
"TAP,4",0.99,0.0,S
"TAP,4",1.086,0.0,S
"TAP,4",1.182,0.0,S
"TAP,4",1.278,0.0,S
"TAP,4",1.374,0.0,S
"TAP,4",1.47,0.0,S
"TAP,4",1.564,0.0,S
"TAP,4",1.659,0.0,S
"TAP,4",1.755,0.0,S
"TAP,4",1.851,0.0,S
"TAP,4",1.947,0.0,S
"TAP,4",2.043,0.0,S
"TAP,4",2.139,0.0,S
"TAP,4",2.234,0.0,S
"TAP,4",2.33,0.0,S
"TAP,4",2.426,0.0,S
"TAP,4",2.52,0.0,S
"TAP,4",2.616,0.0,S
"TAP,4",2.712,0.0,S
"TAP,4",2.808,0.0,S
"TAP,4",2.904,0.0,S
"TAP,4",2.999,0.0,S
"TAP,4",3.095,0.0,S
"TAP,4",3.191,0.0,S
"TAP,4",3.287,0.0,S
"TAP,4",3.381,0.0,S
"TAP,4",3.477,0.0,S
"TAP,4",3.572,0.0,S
"TAP,4",3.668,0.0,S
"TAP,4",3.764,0.0,S
"TAP,4",3.86,0.0,S
"TAP,4",3.956,0.0,S
"TAP,4",4.052,0.0,S
"TAP,4",4.148,0.0,S
"TAP,4",4.241,0.0,S
"TAP,4",4.337,0.0,S
"TAP,4",4.433,0.0,S
"TAP,5",-0.922,0.0,S
"TAP,5",-0.826,0.0,S
"TAP,5",-0.73,0.0,S
"TAP,5",-0.635,0.0,S
"TAP,5",-0.539,0.0,S
"TAP,5",-0.443,0.0,S
"TAP,5",-0.347,0.0,S
"TAP,5",-0.251,0.0,S
"TAP,5",-0.155,0.0,S
"TAP,5",-0.062,0.0,S
"TAP,5",0.131,0.0,S
"TAP,5",0.226,0.0,S
"TAP,5",0.322,0.0,S
"TAP,5",0.418,0.0,S
"TAP,5",0.514,0.0,S
"TAP,5",0.609,0.0,S
"TAP,5",0.705,0.0,S
"TAP,5",0.799,0.0,S
"TAP,5",0.895,0.0,S
"TAP,5",0.991,0.0,S
"TAP,5",1.087,0.0,S
"TAP,5",1.182,0.0,S
"TAP,5",1.278,0.0,S
"TAP,5",1.374,0.0,S
"TAP,5",1.47,0.0,S
"TAP,5",1.566,0.0,S
"TAP,5",1.66,0.0,S
"TAP,5",1.756,0.0,S
"TAP,5",1.851,0.0,S
"TAP,5",1.947,0.0,S
"TAP,5",2.043,0.0,S
"TAP,5",2.139,0.0,S
"TAP,5",2.235,0.0,S
"TAP,5",2.331,0.0,S
"TAP,5",2.426,0.0,S
"TAP,5",2.52,0.0,S
"TAP,5",2.616,0.0,S
"TAP,5",2.712,0.0,S
"TAP,5",2.82,0.0,S
"TAP,5",2.999,0.0,S
"TAP,5",3.096,0.0,S
"TAP,5",3.191,0.0,S
"TAP,5",3.287,0.0,S
"TAP,5",3.383,0.0,S
"TAP,5",3.477,0.0,S
"TAP,5",3.573,0.0,S
"TAP,5",3.668,0.0,S
"TAP,5",3.764,0.0,S
"TAP,5",3.86,0.0,S
"TAP,5",3.956,0.0,S
"TAP,5",4.052,0.0,S
"TAP,5",4.148,0.0,S
"TAP,5",4.243,0.0,S
"TAP,5",4.337,0.0,S
"TAP,5",4.433,0.0,S
"TAP,6",-0.925,0.0,S
"TAP,6",-0.829,0.0,S
"TAP,6",-0.733,0.0,S
"TAP,6",-0.638,0.0,S
"TAP,6",-0.542,0.0,S
"TAP,6",-0.446,0.0,S
"TAP,6",-0.35,0.0,S
"TAP,6",-0.254,0.0,S
"TAP,6",-0.158,0.0,S
"TAP,6",-0.062,0.0,S
"TAP,6",0.131,0.0,S
"TAP,6",0.223,0.0,S
"TAP,6",0.319,0.0,S
"TAP,6",0.415,0.0,S
"TAP,6",0.511,0.0,S
"TAP,6",0.607,0.0,S
"TAP,6",0.702,0.0,S
"TAP,6",0.798,0.0,S
"TAP,6",0.892,0.0,S
"TAP,6",0.988,0.0,S
"TAP,6",1.084,0.0,S
"TAP,6",1.18,0.0,S
"TAP,6",1.275,0.0,S
"TAP,6",1.371,0.0,S
"TAP,6",1.467,0.0,S
"TAP,6",1.563,0.0,S
"TAP,6",1.659,0.0,S
"TAP,6",1.753,0.0,S
"TAP,6",1.848,0.0,S
"TAP,6",1.945,0.0,S
"TAP,6",2.04,0.0,S
"TAP,6",2.136,0.0,S
"TAP,6",2.232,0.0,S
"TAP,6",2.328,0.0,S
"TAP,6",2.424,0.0,S
"TAP,6",2.52,0.0,S
"TAP,6",2.613,0.0,S
"TAP,6",2.709,0.0,S
"TAP,6",2.805,0.0,S
"TAP,6",2.901,0.0,S
"TAP,6",2.997,0.0,S
"TAP,6",3.092,0.0,S
"TAP,6",3.188,0.0,S
"TAP,6",3.284,0.0,S
"TAP,6",3.38,0.0,S
"TAP,6",3.476,0.0,S
"TAP,6",3.57,0.0,S
"TAP,6",3.666,0.0,S
"TAP,6",3.762,0.0,S
"TAP,6",3.857,0.0,S
"TAP,6",3.953,0.0,S
"TAP,6",4.049,0.0,S
"TAP,6",4.145,0.0,S
"TAP,6",4.241,0.0,S
"TAP,6",4.337,0.0,S
"TAP,6",4.43,0.0,S
"TAP,7",-0.923,0.0,S
"TAP,7",-0.829,0.0,S
"TAP,7",-0.733,0.0,S
"TAP,7",-0.637,0.0,S
"TAP,7",-0.541,0.0,S
"TAP,7",-0.446,0.0,S
"TAP,7",-0.35,0.0,S
"TAP,7",-0.254,0.0,S
"TAP,7",-0.158,0.0,S
"TAP,7",-0.062,0.0,S
"TAP,7",0.131,0.0,S
"TAP,7",0.223,0.0,S
"TAP,7",0.319,0.0,S
"TAP,7",0.415,0.0,S
"TAP,7",0.511,0.0,S
"TAP,7",0.607,0.0,S
"TAP,7",0.703,0.0,S
"TAP,7",0.798,0.0,S
"TAP,7",0.894,0.0,S
"TAP,7",0.988,0.0,S
"TAP,7",1.084,0.0,S
"TAP,7",1.18,0.0,S
"TAP,7",1.276,0.0,S
"TAP,7",1.372,0.0,S
"TAP,7",1.467,0.0,S
"TAP,7",1.563,0.0,S
"TAP,7",1.659,0.0,S
"TAP,7",1.755,0.0,S
"TAP,7",1.849,0.0,S
"TAP,7",1.945,0.0,S
"TAP,7",2.04,0.0,S
"TAP,7",2.136,0.0,S
"TAP,7",2.232,0.0,S
"TAP,7",2.328,0.0,S
"TAP,7",2.424,0.0,S
"TAP,7",2.52,0.0,S
"TAP,7",2.615,0.0,S
"TAP,7",2.709,0.0,S
"TAP,7",2.805,0.0,S
"TAP,7",2.901,0.0,S
"TAP,7",2.997,0.0,S
"TAP,7",3.097,0.0,S
"TAP,7",3.189,0.0,S
"TAP,7",3.284,0.0,S
"TAP,7",3.38,0.0,S
"TAP,7",3.476,0.0,S
"TAP,7",3.572,0.0,S
"TAP,7",3.666,0.0,S
"TAP,7",3.762,0.0,S
"TAP,7",3.857,0.0,S
"TAP,7",3.953,0.0,S
"TAP,7",4.049,0.0,S
"TAP,7",4.145,0.0,S
"TAP,7",4.241,0.0,S
"TAP,7",4.337,0.0,S
"TAP,7",4.433,0.0,S
"TAP,8",-0.923,0.0,S
"TAP,8",-0.827,0.0,S
"TAP,8",-0.733,0.0,S
"TAP,8",-0.637,0.0,S
"TAP,8",-0.541,0.0,S
"TAP,8",-0.445,0.0,S
"TAP,8",-0.35,0.0,S
"TAP,8",-0.254,0.0,S
"TAP,8",-0.158,0.0,S
"TAP,8",-0.062,0.0,S
"TAP,8",0.131,0.0,S
"TAP,8",0.223,0.0,S
"TAP,8",0.319,0.0,S
"TAP,8",0.415,0.0,S
"TAP,8",0.511,0.0,S
"TAP,8",0.607,0.0,S
"TAP,8",0.703,0.0,S
"TAP,8",0.799,0.0,S
"TAP,8",0.894,0.0,S
"TAP,8",0.99,0.0,S
"TAP,8",1.084,0.0,S
"TAP,8",1.18,0.0,S
"TAP,8",1.276,0.0,S
"TAP,8",1.372,0.0,S
"TAP,8",1.468,0.0,S
"TAP,8",1.563,0.0,S
"TAP,8",1.659,0.0,S
"TAP,8",1.755,0.0,S
"TAP,8",1.851,0.0,S
"TAP,8",1.945,0.0,S
"TAP,8",2.041,0.0,S
"TAP,8",2.137,0.0,S
"TAP,8",2.232,0.0,S
"TAP,8",2.328,0.0,S
"TAP,8",2.424,0.0,S
"TAP,8",2.52,0.0,S
"TAP,8",2.616,0.0,S
"TAP,8",2.712,0.0,S
"TAP,8",2.805,0.0,S
"TAP,8",2.901,0.0,S
"TAP,8",2.997,0.0,S
"TAP,8",3.093,0.0,S
"TAP,8",3.189,0.0,S
"TAP,8",3.285,0.0,S
"TAP,8",3.38,0.0,S
"TAP,8",3.476,0.0,S
"TAP,8",3.572,0.0,S
"TAP,8",3.668,0.0,S
"TAP,8",3.762,0.0,S
"TAP,8",3.858,0.0,S
"TAP,8",3.954,0.0,S
"TAP,8",4.049,0.0,S
"TAP,8",4.145,0.0,S
"TAP,8",4.241,0.0,S
"TAP,8",4.337,0.0,S
"TAP,8",4.433,0.0,S
"TAP,9",-0.922,0.0,S
"TAP,9",-0.827,0.0,S
"TAP,9",-0.731,0.0,S
"TAP,9",-0.637,0.0,S
"TAP,9",-0.541,0.0,S
"TAP,9",-0.445,0.0,S
"TAP,9",-0.349,0.0,S
"TAP,9",-0.254,0.0,S
"TAP,9",-0.158,0.0,S
"TAP,9",-0.062,0.0,S
"TAP,9",0.131,0.0,S
"TAP,9",0.226,0.0,S
"TAP,9",0.319,0.0,S
"TAP,9",0.415,0.0,S
"TAP,9",0.511,0.0,S
"TAP,9",0.607,0.0,S
"TAP,9",0.703,0.0,S
"TAP,9",0.799,0.0,S
"TAP,9",0.895,0.0,S
"TAP,9",0.99,0.0,S
"TAP,9",1.086,0.0,S
"TAP,9",1.18,0.0,S
"TAP,9",1.276,0.0,S
"TAP,9",1.372,0.0,S
"TAP,9",1.468,0.0,S
"TAP,9",1.564,0.0,S
"TAP,9",1.66,0.0,S
"TAP,9",1.755,0.0,S
"TAP,9",1.851,0.0,S
"TAP,9",1.947,0.0,S
"TAP,9",2.041,0.0,S
"TAP,9",2.137,0.0,S
"TAP,9",2.232,0.0,S
"TAP,9",2.328,0.0,S
"TAP,9",2.424,0.0,S
"TAP,9",2.52,0.0,S
"TAP,9",2.616,0.0,S
"TAP,9",2.712,0.0,S
"TAP,9",2.807,0.0,S
"TAP,9",2.901,0.0,S
"TAP,9",2.997,0.0,S
"TAP,9",3.093,0.0,S
"TAP,9",3.189,0.0,S
"TAP,9",3.297,0.0,S
"TAP,9",3.476,0.0,S
"TAP,9",3.572,0.0,S
"TAP,9",3.668,0.0,S
"TAP,9",3.764,0.0,S
"TAP,9",3.858,0.0,S
"TAP,9",3.954,0.0,S
"TAP,9",4.049,0.0,S
"TAP,9",4.145,0.0,S
"TAP,9",4.241,0.0,S
"TAP,9",4.337,0.0,S
"TAP,9",4.434,0.0,S
"TAP,10",-0.922,0.0,S
"TAP,10",-0.826,0.0,S
"TAP,10",-0.73,0.0,S
"TAP,10",-0.635,0.0,S
"TAP,10",-0.541,0.0,S
"TAP,10",-0.445,0.0,S
"TAP,10",-0.349,0.0,S
"TAP,10",-0.253,0.0,S
"TAP,10",-0.158,0.0,S
"TAP,10",-0.062,0.0,S
"TAP,10",0.131,0.0,S
"TAP,10",0.226,0.0,S
"TAP,10",0.322,0.0,S
"TAP,10",0.415,0.0,S
"TAP,10",0.511,0.0,S
"TAP,10",0.607,0.0,S
"TAP,10",0.703,0.0,S
"TAP,10",0.799,0.0,S
"TAP,10",0.895,0.0,S
"TAP,10",0.991,0.0,S
"TAP,10",1.087,0.0,S
"TAP,10",1.182,0.0,S
"TAP,10",1.276,0.0,S
"TAP,10",1.372,0.0,S
"TAP,10",1.468,0.0,S
"TAP,10",1.564,0.0,S
"TAP,10",1.66,0.0,S
"TAP,10",1.755,0.0,S
"TAP,10",1.851,0.0,S
"TAP,10",1.947,0.0,S
"TAP,10",2.043,0.0,S
"TAP,10",2.137,0.0,S
"TAP,10",2.233,0.0,S
"TAP,10",2.328,0.0,S
"TAP,10",2.424,0.0,S
"TAP,10",2.52,0.0,S
"TAP,10",2.616,0.0,S
"TAP,10",2.712,0.0,S
"TAP,10",2.808,0.0,S
"TAP,10",2.904,0.0,S
"TAP,10",2.997,0.0,S
"TAP,10",3.093,0.0,S
"TAP,10",3.189,0.0,S
"TAP,10",3.285,0.0,S
"TAP,10",3.381,0.0,S
"TAP,10",3.477,0.0,S
"TAP,10",3.573,0.0,S
"TAP,10",3.668,0.0,S
"TAP,10",3.764,0.0,S
"TAP,10",3.86,0.0,S
"TAP,10",3.954,0.0,S
"TAP,10",4.05,0.0,S
"TAP,10",4.146,0.0,S
"TAP,10",4.241,0.0,S
"TAP,10",4.337,0.0,S
"TAP,10",4.433,0.0,S
"TAP,11",-0.922,0.0,S
"TAP,11",-0.826,0.0,S
"TAP,11",-0.73,0.0,S
"TAP,11",-0.635,0.0,S
"TAP,11",-0.539,0.0,S
"TAP,11",-0.445,0.0,S
"TAP,11",-0.349,0.0,S
"TAP,11",-0.253,0.0,S
"TAP,11",-0.157,0.0,S
"TAP,11",-0.062,0.0,S
"TAP,11",0.131,0.0,S
"TAP,11",0.226,0.0,S
"TAP,11",0.322,0.0,S
"TAP,11",0.418,0.0,S
"TAP,11",0.512,0.0,S
"TAP,11",0.607,0.0,S
"TAP,11",0.703,0.0,S
"TAP,11",0.799,0.0,S
"TAP,11",0.895,0.0,S
"TAP,11",0.991,0.0,S
"TAP,11",1.087,0.0,S
"TAP,11",1.183,0.0,S
"TAP,11",1.278,0.0,S
"TAP,11",1.372,0.0,S
"TAP,11",1.468,0.0,S
"TAP,11",1.564,0.0,S
"TAP,11",1.66,0.0,S
"TAP,11",1.756,0.0,S
"TAP,11",1.851,0.0,S
"TAP,11",1.947,0.0,S
"TAP,11",2.043,0.0,S
"TAP,11",2.139,0.0,S
"TAP,11",2.233,0.0,S
"TAP,11",2.329,0.0,S
"TAP,11",2.425,0.0,S
"TAP,11",2.52,0.0,S
"TAP,11",2.616,0.0,S
"TAP,11",2.712,0.0,S
"TAP,11",2.808,0.0,S
"TAP,11",2.904,0.0,S
"TAP,11",3.0,0.0,S
"TAP,11",3.093,0.0,S
"TAP,11",3.189,0.0,S
"TAP,11",3.285,0.0,S
"TAP,11",3.381,0.0,S
"TAP,11",3.477,0.0,S
"TAP,11",3.577,0.0,S
"TAP,11",3.668,0.0,S
"TAP,11",3.764,0.0,S
"TAP,11",3.86,0.0,S
"TAP,11",3.956,0.0,S
"TAP,11",4.05,0.0,S
"TAP,11",4.146,0.0,S
"TAP,11",4.242,0.0,S
"TAP,11",4.338,0.0,S
"TAP,11",4.433,0.0,S
"TAP,12",-0.923,0.0,S
"TAP,12",-0.827,0.0,S
"TAP,12",-0.731,0.0,S
"TAP,12",-0.635,0.0,S
"TAP,12",-0.539,0.0,S
"TAP,12",-0.444,0.0,S
"TAP,12",-0.35,0.0,S
"TAP,12",-0.254,0.0,S
"TAP,12",-0.158,0.0,S
"TAP,12",-0.062,0.0,S
"TAP,12",0.131,0.0,S
"TAP,12",0.225,0.0,S
"TAP,12",0.321,0.0,S
"TAP,12",0.417,0.0,S
"TAP,12",0.513,0.0,S
"TAP,12",0.607,0.0,S
"TAP,12",0.702,0.0,S
"TAP,12",0.798,0.0,S
"TAP,12",0.894,0.0,S
"TAP,12",0.99,0.0,S
"TAP,12",1.086,0.0,S
"TAP,12",1.182,0.0,S
"TAP,12",1.278,0.0,S
"TAP,12",1.373,0.0,S
"TAP,12",1.467,0.0,S
"TAP,12",1.563,0.0,S
"TAP,12",1.659,0.0,S
"TAP,12",1.755,0.0,S
"TAP,12",1.851,0.0,S
"TAP,12",1.946,0.0,S
"TAP,12",2.042,0.0,S
"TAP,12",2.138,0.0,S
"TAP,12",2.234,0.0,S
"TAP,12",2.328,0.0,S
"TAP,12",2.424,0.0,S
"TAP,12",2.52,0.0,S
"TAP,12",2.615,0.0,S
"TAP,12",2.711,0.0,S
"TAP,12",2.807,0.0,S
"TAP,12",2.903,0.0,S
"TAP,12",2.999,0.0,S
"TAP,12",3.095,0.0,S
"TAP,12",3.188,0.0,S
"TAP,12",3.284,0.0,S
"TAP,12",3.38,0.0,S
"TAP,12",3.476,0.0,S
"TAP,12",3.572,0.0,S
"TAP,12",3.668,0.0,S
"TAP,12",3.764,0.0,S
"TAP,12",3.859,0.0,S
"TAP,12",3.955,0.0,S
"TAP,12",4.051,0.0,S
"TAP,12",4.145,0.0,S
"TAP,12",4.241,0.0,S
"TAP,12",4.337,0.0,S
"TAP,12",4.432,0.0,S
"TAP,13",-0.923,0.0,S
"TAP,13",-0.827,0.0,S
"TAP,13",-0.731,0.0,S
"TAP,13",-0.635,0.0,S
"TAP,13",-0.539,0.0,S
"TAP,13",-0.444,0.0,S
"TAP,13",-0.348,0.0,S
"TAP,13",-0.254,0.0,S
"TAP,13",-0.158,0.0,S
"TAP,13",-0.062,0.0,S
"TAP,13",0.131,0.0,S
"TAP,13",0.226,0.0,S
"TAP,13",0.321,0.0,S
"TAP,13",0.417,0.0,S
"TAP,13",0.513,0.0,S
"TAP,13",0.609,0.0,S
"TAP,13",0.703,0.0,S
"TAP,13",0.798,0.0,S
"TAP,13",0.894,0.0,S
"TAP,13",0.99,0.0,S
"TAP,13",1.086,0.0,S
"TAP,13",1.182,0.0,S
"TAP,13",1.278,0.0,S
"TAP,13",1.374,0.0,S
"TAP,13",1.469,0.0,S
"TAP,13",1.563,0.0,S
"TAP,13",1.659,0.0,S
"TAP,13",1.755,0.0,S
"TAP,13",1.851,0.0,S
"TAP,13",1.947,0.0,S
"TAP,13",2.043,0.0,S
"TAP,13",2.138,0.0,S
"TAP,13",2.234,0.0,S
"TAP,13",2.33,0.0,S
"TAP,13",2.424,0.0,S
"TAP,13",2.52,0.0,S
"TAP,13",2.616,0.0,S
"TAP,13",2.711,0.0,S
"TAP,13",2.807,0.0,S
"TAP,13",2.903,0.0,S
"TAP,13",2.999,0.0,S
"TAP,13",3.095,0.0,S
"TAP,13",3.191,0.0,S
"TAP,13",3.285,0.0,S
"TAP,13",3.38,0.0,S
"TAP,13",3.476,0.0,S
"TAP,13",3.572,0.0,S
"TAP,13",3.668,0.0,S
"TAP,13",3.764,0.0,S
"TAP,13",3.865,0.0,S
"TAP,13",3.955,0.0,S
"TAP,13",4.051,0.0,S
"TAP,13",4.147,0.0,S
"TAP,13",4.241,0.0,S
"TAP,13",4.337,0.0,S
"TAP,13",4.433,0.0,S
"TAP,14",-0.923,0.0,S
"TAP,14",-0.827,0.0,S
"TAP,14",-0.731,0.0,S
"TAP,14",-0.635,0.0,S
"TAP,14",-0.539,0.0,S
"TAP,14",-0.443,0.0,S
"TAP,14",-0.347,0.0,S
"TAP,14",-0.252,0.0,S
"TAP,14",-0.158,0.0,S
"TAP,14",-0.062,0.0,S
"TAP,14",0.131,0.0,S
"TAP,14",0.226,0.0,S
"TAP,14",0.321,0.0,S
"TAP,14",0.417,0.0,S
"TAP,14",0.513,0.0,S
"TAP,14",0.609,0.0,S
"TAP,14",0.705,0.0,S
"TAP,14",0.799,0.0,S
"TAP,14",0.895,0.0,S
"TAP,14",0.99,0.0,S
"TAP,14",1.086,0.0,S
"TAP,14",1.182,0.0,S
"TAP,14",1.278,0.0,S
"TAP,14",1.374,0.0,S
"TAP,14",1.47,0.0,S
"TAP,14",1.565,0.0,S
"TAP,14",1.659,0.0,S
"TAP,14",1.755,0.0,S
"TAP,14",1.851,0.0,S
"TAP,14",1.947,0.0,S
"TAP,14",2.043,0.0,S
"TAP,14",2.139,0.0,S
"TAP,14",2.234,0.0,S
"TAP,14",2.33,0.0,S
"TAP,14",2.426,0.0,S
"TAP,14",2.52,0.0,S
"TAP,14",2.616,0.0,S
"TAP,14",2.712,0.0,S
"TAP,14",2.807,0.0,S
"TAP,14",2.903,0.0,S
"TAP,14",2.999,0.0,S
"TAP,14",3.095,0.0,S
"TAP,14",3.191,0.0,S
"TAP,14",3.287,0.0,S
"TAP,14",3.381,0.0,S
"TAP,14",3.476,0.0,S
"TAP,14",3.572,0.0,S
"TAP,14",3.668,0.0,S
"TAP,14",3.764,0.0,S
"TAP,14",3.86,0.0,S
"TAP,14",3.956,0.0,S
"TAP,14",4.051,0.0,S
"TAP,14",4.147,0.0,S
"TAP,14",4.243,0.0,S
"TAP,14",4.337,0.0,S
"TAP,14",4.433,0.0,S
"TAP,15",-0.922,0.0,S
"TAP,15",-0.827,0.0,S
"TAP,15",-0.731,0.0,S
"TAP,15",-0.635,0.0,S
"TAP,15",-0.539,0.0,S
"TAP,15",-0.443,0.0,S
"TAP,15",-0.347,0.0,S
"TAP,15",-0.252,0.0,S
"TAP,15",-0.156,0.0,S
"TAP,15",-0.062,0.0,S
"TAP,15",0.131,0.0,S
"TAP,15",0.226,0.0,S
"TAP,15",0.322,0.0,S
"TAP,15",0.418,0.0,S
"TAP,15",0.513,0.0,S
"TAP,15",0.609,0.0,S
"TAP,15",0.705,0.0,S
"TAP,15",0.801,0.0,S
"TAP,15",0.895,0.0,S
"TAP,15",0.991,0.0,S
"TAP,15",1.086,0.0,S
"TAP,15",1.182,0.0,S
"TAP,15",1.278,0.0,S
"TAP,15",1.374,0.0,S
"TAP,15",1.47,0.0,S
"TAP,15",1.566,0.0,S
"TAP,15",1.662,0.0,S
"TAP,15",1.755,0.0,S
"TAP,15",1.851,0.0,S
"TAP,15",1.947,0.0,S
"TAP,15",2.043,0.0,S
